ID;JP;JP_KANA;RU;
92;一層;いっそう;еще больше
93;一体;いったい;одно целое, тело, собственно говоря, на самом деле
94;一致;いっち;согласие, совпадение, единство
95;何時でも;いつでも;в любое время, всегда, все время
96;一般;いっぱん;обыкновенный, общепринятый, обычный
97;一方;いっぽう;одна сторона, другая сторона
98;何時までも;いつまでも;навсегда, сколько угодно
99;何時も;いつも;всегда, обычно, все время, никогда с отрицанием
100;移動;いどう;движение, перемещение
101;従兄弟・従姉妹;いとこ;двоюродный брат, двоюродная сестра
102;稲;いね;рис (на корню)
103;居眠り;いねむり;дремота
104;命;いのち;жизнь
105;違反;いはん;нарушение
106;衣服;いふく;одежда
107;居間;いま;гостиная
108;今に;いまに;сейчас, сию минуту, все ещё
109;今にも;いまにも;в любой момент
110;否;いや・いいえ・いな;нет
111;以来;いらい;со времени (чего-то), с тех пор, после
112;依頼;いらい;просьба, поручение, поручать, доверять
113;苛々;いらいら;раздражаться, нервничать
114;;いらっしゃい;Добро пожаловать!
115;医療;いりょう;лечение
116;岩;いわ;скала, риф
117;祝い;いわい;поздравление, празднование
118;祝う;いわう;поздравлять, праздновать
119;言わば;いわば;так сказать, одним словом
120;所謂;いわゆる;так называемый
121;;インク;чернила
122;印刷;いんさつ;печатание, печатать
123;印象;いんしょう;впечатление
124;引退;いんたい;отставка, уход
125;引用;いんよう;цитата, цитировать
126;;ウイスキー;виски
127;上;うわ;верхний, наружный
128;魚;うお;рыба
129;;うがい;полоскание рта, горла
130;伺う;うかがう;посещать, навешать, спрашивать (скромно)
131;受け取る;うけとる;получать, принимать
132;動かす;うごかす;двигать, приводить в движение
133;兎;うさぎ;заяц, кролик
134;牛;うし;бык, корова, крупный рогатый скот
135;失う;うしなう;терять, утратить
136;疑う;うたがう;сомневаться, не доверять, подозревать
137;宇宙;うちゅう;космос, вселенная
138;撃つ;うつ;бить, ударять, нападать, разрушать
139;移す;うつす;перемещать, переносить, заражать
140;訴える;うったえる;жаловаться, обращаться, прибегать
141;;うなる;стонать, рычать, выть
142;奪う;うばう;отнимать, захватывать, овладевать
143;馬;うま;лошадь, конь
144;生まれ;うまれ;рождение, место рождение
145;梅;うめ;слива (японская)
146;裏切る;うらぎる;предавать, изменять, обманывать
147;売れる;うれる;продаваться
148;噂;うわさ;слухи, молва
149;運;うん;судьба, участь
150;柄;え;ручка, рукоятка
151;永遠;えいえん;вечность
152;永久;えいきゅう;вечность
153;影響;えいきょう;влияние, воздействие
154;営業;えいぎょう;бизнес, предприятие, работать (о магазине)
155;衛星;えいせい;спутник (астрономия)
156;栄養;えいよう;питание
157;笑顔;えがお;улыбающееся лицо, улыбка
158;描く;えがく;рисовать, чертить, обрисовывать
159;餌;えさ;корм, приманка
160;;エネルギー;энергия
161;得る;うる・える;получать, добывать, мочь
162;延期;えんき;отсрочка, пролонгация
163;演技;えんぎ;игра, исполнение
164;援助;えんじょ;помощь, поддержка
165;;エンジン;двигатель, мотор
166;演説;えんぜつ;речь, выступление
167;演奏;えんそう;музыкальное выступление, исполнение
168;老い;おい;старость, старик
169;追い付く;おいつく;догонять, настигать
170;王;おう;король, монарх
171;追う;おう;гнать, выгонять, преследовать
172;王様;おうさま;король
173;王子;おうじ;принц
174;応じる;おうじる;откликаться, соглашаться, соответствовать
175;横断;おうだん;пересечение, переход
176;終える;おえる;заканчивать, завершать
177;大いに;おおいに;очень, весьма, в значительной степени
178;覆う;おおう;покрывать, заслонять, скрывать
179;大家;おおや;домовладелец, арендодатель
180;丘;おか;холм, возвышенность
181;沖;おき;открытое море
182;奥;おく;внутренняя часть
183;贈る;おくる;преподносить, дарить, награждать, присваивать
184;起こる;おこる;случаться, происходить
185;幼い;おさない;младенческий, детский, неопытный
186;収める;おさめる;получать, приобретать, собирать, вносить, уплачивать
187;;おじいさん;дедушка, пожилой человек
188;;おしゃべり;болтовня, пустословие
189;汚染;おせん;пятно, грязь, пачкать загрязнять
190;;おそらく;пожалуй, вероятно
191;恐れる;おそれる;бояться, опасаться
192;恐ろしい;おそろしい;страшный, ужасный
193;お互い;おたがい;взаимный, обоюдный
194;穏やか;おだやか;спокойный, тихий, умеренный
195;劣る;おとる;быть хуже, уступать
196;鬼;おに;чёрт, демон, энтузиаст
197;帯;おび;пояс (широкий японский)
198;お昼;おひる;обед, полдень
199;;オフィス;офис
200;溺れる;おぼれる;тонуть, быть погруженным (увлеченным)
201;お前;おまえ;ты (грубо)
202;;おめでとう;поздравляю!
203;お目に掛かる;おめにかかる;(скромно) видеть, встречаться с к-л
204;思い出;おもいで;воспоминания
205;主に;おもに;главным образом, в основном
206;思わず;おもわず;невольно, нечаянно
207;親;おや;родители
208;泳ぎ;およぎ;плавание
209;;およそ;в общем, приблизительно
210;及ぼす;およぼす;распространять, оказывать (влияние), причинять (беспокойство)
211;居る;おる;быть, находиться (скромно для одушевленных)
212;下ろす;おろす;опускать, спускать, снимать, давать сойти, помочь выйти
213;恩;おん;благодеяние, одолжение
214;温暖;おんだん;тепло, теплый
215;温度;おんど;температура
216;可;か;удовлетворительно (оценка)
217;課;か;урок, сч. суф. разделов (в книгах)
218;;カー;машина
219;会;かい;заседание, собрание, общество
220;回;かい;сч. суф. раз
221;害;がい;вред, ущерб
222;会員;かいいん;членство, член (клуба)
223;絵画;かいが;картина, рисунок
224;海外;かいがい;заграница, иностранный
225;会計;かいけい;счёт, расчёт, бухгалтерия
226;解決;かいけつ;решение, урегулирование (вопроса, конфликта)
227;会合;かいごう;встреча, сбор, свидание
228;外交;がいこう;дипломатия
229;開始;かいし;начало, открытие
230;解釈;かいしゃく;толкование, интерпретация, комментарий (к тексту)
231;外出;がいしゅつ;выход из дома, отлучка
232;改善;かいぜん;улучшение, усовершенствование
233;快適;かいてき;приятный, удобный
234;回復;かいふく;восстановление, выздоровление
235;飼う;かう;кормить, держать, выкармливать (животных)
236;替える・換える;かえる;менять, заменять, обменивать, конвертировать
237;香り;かおり;запах, аромат
238;画家;がか;художник, живописец
239;抱える;かかえる;держать в руках, обхватить руками, нести, иметь на руках
240;価格;かかく;цена, стоимость
241;化学;かがく;химия
242;輝く;かがやく;сверкать, блистать, сиять
243;係;かかり;обязанности, ответственное лицо
244;掛かる;かかる;требоваться (время, деньги), висеть, цепляться
245;罹る;かかる;заболеть чем-л, заразиться чем-л, страдать
246;限る;かぎる;ограничивать(ся), устанавливать
247;描く;かく;рисовать, чертить
248;家具;かぐ;мебель
249;学;がく;учение, знание, наука
250;額;がく;сумма, количество, картина в раме
251;覚悟;かくご;готовность, решимость
252;確実;かくじつ;надёжность, достоверность, несомненный факт
253;学者;がくしゃ;учёный, образованный человек
254;学習;がくしゅう;учеба, изучение
255;隠す;かくす;прятать, скрывать
256;拡大;かくだい;увеличение, расширение, эскалация (воен.)
257;確認;かくにん;подтверждение, признание
258;学問;がくもん;учение, занятие, образование
259;隠れる;かくれる;прятаться, скрываться, удалиться (от дел)
260;影;かげ;тень, силуэт, отражение
261;陰;かげ;тень, полумрак, оборотная сторона, недоступное взгляду место
262;欠ける;かける;недоставать, не хватать, быть отломанным, отколоться
263;加減;かげん;сложение и вычитание, регулирование, принимать во внимание
264;過去;かこ;прошлое
265;籠;かご;корзина, клетка
266;囲む;かこむ;окружать, брать в кольцо
267;火災;かさい;пожар
268;貸し;かし;прокат, ссуда, долг
269;家事;かじ;домашние дела, семейные обстоятельства
270;賢い;かしこい;умный, мудрый, сообразительный
271;歌手;かしゅ;певец, певица
272;数;かず;число, количество
273;稼ぐ;かせぐ;работать, зарабатывать
274;数える;かぞえる;считать, подсчитывать
275;型;かた;тип, форма, модель, шаблон
276;肩;かた;плечо
277;硬い;かたい;твердый, жесткий
278;方々;かたがた;(вежл.) господа
279;刀;かたな;катана, самурайский меч
280;語る;かたる;говорить, рассказывать
281;勝ち;かち;победа
282;価値;かち;ценность, стоимость
283;;がっかり;падать духом, унывать, вымотаться
284;活気;かっき;оживление, одушевление, подъем
285;学期;がっき;семестр
286;活動;かつどう;деятельность, активность
287;活用;かつよう;практическое применение (использование), (грам.) спряжение 
288;悲しむ;かなしむ;грустить, печалиться, горевать
289;必ずしも;かならずしも;(с отриц.) не всегда, не обязательно
290;;かなり;довольно, изрядно, порядочно, прилично
291;可能;かのう;возможность, возможный
292;株;かぶ;пень, корень, (перен.) основа, акция, пай
293;被る;かぶる;надевать на голову, быть облитым, брать вину на себя
294;構う;かまう;беспокоиться, обращать внимание, заботиться
295;我慢;がまん;терпение
296;上;かみ;верх, верхушка, верхи, власти
297;神;かみ;Бог
298;雷;かみなり;гром
299;髪の毛;かみのけ;волосы на голове
300;科目;かもく;предмет, учебный курс
301;かも知れない;かもしれない;может быть
302;火曜;かよう;(сокр.) вторник
303;空;から;пустота, вакуум
304;空の;からの;пустой, полый, порожний
305;柄;がら;узор, рисунок, телосложение, характер
306;刈る;かる;стричь, подрезать, косить, жать
307;皮;かわ;кожа, шкура, кожура, скорлупа
308;革;かわ;кожа (выделанная)
309;可哀相;かわいそう;бедный, жалкий, несчастный
310;可愛らしい;かわいらしい;миловидный, хорошенький, крошечный
311;缶;かん;жестяная банка, бидон
312;勘;かん;интуиция, инстинкт, чутьё
313;考え;かんがえ;мысль, идея, мнение, намерение
314;感覚;かんかく;ощущение, чувство (зрение, слух етк)
315;観客;かんきゃく;зритель, наблюдатель, аудитория
316;環境;かんきょう;окружающая среда, окружение
317;歓迎;かんげい;радушный приём
318;観光;かんこう;туризм, экскурсия, турпоездка
319;観察;かんさつ;наблюдение
320;感じ;かんじ;чувство, ощущение, впечатление
321;感謝;かんしゃ;благодарность, признательность
322;患者;かんじゃ;пациент
323;勘定;かんじょう;счёт, расчёт, уплата по счету, счета, ведение счетов
324;感情;かんじょう;эмоция, чувство
325;感じる;かんじる;чувствовать, ощущать, быть тронутым
326;感心;かんしん;восхищение, восторг
327;関心;かんしん;интерес, заинтересованность
328;関する;かんする;иметь отношение, касаться, ставить под угрозу
329;完成;かんせい;завершение, окончание
330;完全;かんぜん;совершенство, полностью
331;感動;かんどう;волнение, впечатление, быть тронутым
332;監督;かんとく;надзор, инспекция, контролер, режиссер
333;管理;かんり;управление, заведование, контроль
334;完了;かんりょう;завершение, окончание
335;関連;かんれん;связь, отношение
336;議員;ぎいん;член парламента или конгресса
337;記憶;きおく;память, воспоминание
338;気温;きおん;температура (воздуха)
339;議会;ぎかい;парламент, конгресс
340;期間;きかん;период, срок, продолжительность
341;機関;きかん;машина, мотор, двигатель, инструмент, аппарат
342;企業;きぎょう;предприятие (коммерческое, промышленное етк)
343;効く;きく;быть эффективным
344;機嫌;きげん;состояние здоровья, самочувствие, настроение
345;気候;きこう;климат, погода
346;岸;きし;берег
347;生地;せいち;место рождения
348;生地;きじ;материал, ткань, природные качества
349;記事;きじ;статья, заметка, репортаж, рассказ
350;技師;ぎし;инженер
351;記者;きしゃ;журналист, корреспондент
352;傷;きず;рана, травма, изъян, повреждение
353;期待;きたい;ожидания, надежды
354;帰宅;きたく;возвращение домой
355;貴重;きちょう;драгоценный, почетный
356;議長;ぎちょう;председатель, спикер
357;;きちんと;аккуратно, тщательно, точно, пунктуально
358;;きつい;сильный, храбрый, строгий, тесный, напряженный, крутой
359;気付く;きづく;обращать внимания, замечать, обнаруживать
360;気に入る;きにいる;нравиться, быть по душе
361;記入;きにゅう;запись, заполнение, внесение (в список)
362;記念;きねん;воспоминания, память
363;機能;きのう;функция, способность
364;気の毒;きのどく;бедный, несчастный, достойный сожаления
365;寄付;きふ;взнос, пожертвование
366;希望;きぼう;надежда, желание
367;基本;きほん;основа, база, фундамент, стандарт
368;決まり;きまり;решение, договоренность, порядок, правило
369;気味;きみ;чувство, ощущение, впечатление, признак
370;奇妙;きみょう;странный, необычный, удивительный
371;義務;ぎむ;долг, обязанность, обязательство
372;疑問;ぎもん;вопрос, сомнение
373;逆;ぎゃく;противоположный, обратный
374;;キャプテン;капитан
375;;キャンプ;лагерь
376;旧;きゅう;старое, прошлое, старый друг, старый стиль, бывший, экс-
377;級;きゅう;класс, курс, разряд, ранг, ступень
378;球;きゅう;сфера, сч. суф. для мячей (бейсбол), ламп
379;休暇;きゅうか;каникулы, отпуск
380;休憩;きゅうけい;отдых, перемена, перерыв, антракт
381;急激;きゅうげき;резкий, быстрый, стремительный, внезапный, крутой
382;吸収;きゅうしゅう;всасывание, впитывание, усвоение, восприятие
383;救助;きゅうじょ;спасение, помощь, содействие
384;急速;きゅうそく;быстрый, скорый, спешный (прогресс)
385;急に;きゅうに;быстро, вдруг, внезапно, неожиданно, сразу
386;給料;きゅうりょう;зарплата, жалованье
387;器用;きよう;умелый, искусный, способный, ловкий
388;教科書;きょうかしょ;учебник
389;競技;きょうぎ;(спорт.) игра, матч, соревнования
390;行儀;ぎょうぎ;манеры, воспитанность
391;供給;きょうきゅう;поставка, снабжение
392;教師;きょうし;учитель, преподаватель
393;教授;きょうじゅ;преподавание, обучение, профессор
394;強調;きょうちょう;подчеркивание, акцентирование, устойчивое состояние
395;共通;きょうつう;общность, общий, одинаковый
396;共同;きょうどう;сотрудничество, партнерство, объединение
397;恐怖;きょうふ;страх, боязнь
398;協力;きょうりょく;сотрудничество, взаимодействие, помощь
399;強力;きょうりょく;сила, мощь
400;許可;きょか;разрешение, санкция, лицензия
401;局;きょく;управление, бюро, департамент
402;巨大;きょだい;огромный, гигантский
403;嫌う;きらう;не любить, избегать, питать отвращение
404;霧;きり;туман
405;切れ;きれ;кусок, ломоть, клочок
406;切れる;きれる;быть острым, быть порезанным, прерываться, износиться
407;記録;きろく;запись, протокол, регистрация, рекорд
408;議論;ぎろん;спор, полемика, аргумент, точка зрения
409;金;きん;золото, деньги
410;銀;ぎん;серебро
411;禁煙;きんえん;не курить! запрет на курение
412;金額;きんがく;сумма денег
413;金庫;きんこ;сейф, касса, фонд
414;禁止;きんし;запрещение, запрет, бан
415;金銭;きんせん;деньги
416;金属;きんぞく;металл
417;近代;きんだい;современность, наши дни
418;緊張;きんちょう;напряжение, напряженность
419;筋肉;きんにく;мышцы, мускулы
420;金融;きんゆう;денежное обращение, финансовый рынок, банковская деятельность
421;金曜;きんよう;(сокр.) пятница
422;句;く;предложение, фраза, стихотворная строка
423;食う;くう;(муж., разг.) есть, кушать
424;偶然;ぐうぜん;случайность
425;臭い;くさい;зловонный, вонючий, подозрительный
426;鎖;くさり;цепь
427;腐る;くさる;гнить, протухать, скисать, портиться
428;癖;くせ;дурная привычка, манера, склонность
429;管;くだ;труба, трубка
430;具体;ぐたい;конкретность, материал
431;下さる;くださる;(уваж.) давать
432;下り;くだり;спуск, поезд из столицы
433;苦痛;くつう;боль, страдание
434;;ぐっすり;быстро и крепко засыпать (ономат.)
435;区別;くべつ;разница, различие, классификация
436;組;くみ;группа, класс, команда, множество
437;組合;くみあい;ассоциация, (проф)союз, объединение
438;組む;くむ;составлять, собирать, организовывать (группу), объединяться
439;曇;くもり;облачность, пасмурная погода, тень, хандра
440;位;くらい;ранг, чин, достоинство, положение, (мат.) десятичный разряд
441;暮らし;くらし;жизнь, существование, условия жизни
442;;クラシック;классика
443;暮らす;くらす;жить, существовать, проводить время
444;;グラス;стакан, рюмка
445;;グランド;великий, гланды, (элек.) земля
446;;クリーム;крем
447;繰り返す;くりかえす;повторять, делать снова
448;;クリスマス;Рождество
449;狂う;くるう;сойти с ума, помешаться, ломаться, выходить из строя
450;;グループ;группа
451;苦しい;くるしい;тяжелый, мучительный, причиняющий боль
452;苦しむ;くるしむ;страдать, мучиться
453;暮れ;くれ;заход солнца, сумерки, конец года или сезона
454;苦労;くろう;трудности, лишения, тяжелый труд, заботы
455;加える;くわえる;добавлять, прилагать, включать
456;詳しい;くわしい;подробный, детальный, точный, хорошо осведомленный
457;加わる;くわわる;присоединяться, участвовать, прибавляться, увеличиваться
458;訓;くん;кун (японское чтение иероглифа)
459;軍;ぐん;армия, войска
460;軍隊;ぐんたい;армия, войска, части
461;訓練;くんれん;тренировка, обучение, подготовка
462;下;げ;низший разряд, худшее
463;計;けい;план, замысел
464;敬意;けいい;уважение, почтение
465;経営;けいえい;управление (предприятием), менеджмент, эксплуатация
466;計画;けいかく;план, расчёт, проект, программа
467;景気;けいき;положение дел, настроение, состояние рынка, конъюнктура
468;経験;けいけん;опыт, практика
469;傾向;けいこう;тенденция, склонность, стремление
470;警告;けいこく;предупреждение, предостережение
471;計算;けいさん;счёт, расчёт, калькуляция, вычисление
472;掲示;けいじ;объявление
473;刑事;けいじ;уголовное дело, детектив, следователь
474;芸術;げいじゅつ;искусство
475;契約;けいやく;договор, соглашение, контракт
476;経由;けいゆ;через, проходить, проезжать через ч-л
477;;ケース;случай, дело, факт
478;;ゲーム;игра
479;劇;げき;драма, пьеса
480;劇場;げきじょう;театр, здание театра
481;化粧;けしょう;косметика, макияж
482;;けち;(разг.) скупость, жадность, невезение
483;結果;けっか;результат, эффект, последствия
484;欠陥;けっかん;недостаток, дефект, нехватка, дефицит
485;結局;けっきょく;в конце концов, в конечном счёте
486;決心;けっしん;решимость, решение
487;欠席;けっせき;неявка (на занятия), отсутствие
488;決定;けってい;решение, постановление, определение
489;欠点;けってん;недостаток, изъян, слабое место, неуд оценка
490;月曜;げつよう;(сокр.) понедельник
491;結論;けつろん;вывод, заключение
492;煙;けむり;дым
493;券;けん;билет, купон, облигация, талон
494;県;けん;префектура
495;軒;けん;сч. суф. для зданий
496;見解;けんかい;мнение, взгляд
497;限界;げんかい;предел, граница, рамки
498;現金;げんきん;наличные деньги, меркантильный, корыстный
499;言語;げんご;язык, речь, слова
500;健康;けんこう;здоровье
501;検査;けんさ;проверка, осмотр, анализ
502;現在;げんざい;настоящее время
503;現実;げんじつ;действительность, реальность
504;現象;げんしょう;явление, феномен
505;現状;げんじょう;состояние, действительное положение
506;建設;けんせつ;строительство, сооружение, созидание
507;現代;げんだい;современность, современная эпоха
508;建築;けんちく;строительство, постройка, архитектура (здания)
509;見当;けんとう;цель, предположение, оценка, направление, приблизительно
510;検討;けんとう;изучение, рассмотрение
511;現場;げんば;место происшествия, место действия
512;憲法;けんぽう;конституция
513;権利;けんり;(юр.) право
514;後;ご;(суф.) после, через
515;恋;こい;любовь, влюбленность
516;濃い;こい;густой, крепкий (о чае), темный (о цвете)
517;恋人;こいびと;возлюбленный, возлюбленная
518;幸運;こううん;счастливая судьба, удача, счастье
519;講演;こうえん;лекция, выступление, речь
520;効果;こうか;эффект, действие, результат
521;硬貨;こうか;монета, металлические деньги
522;高価;こうか;высокая цена
523;豪華;ごうか;роскошный, пышный
524;合格;ごうかく;соответствовать требованиям (экзамена), выдерживать испытания
525;交換;こうかん;обмен, размен, клиринг
526;航空;こうくう;авиация, воздушное сообщение
527;光景;こうけい;зрелище, вид, пейзаж, картина
528;合計;ごうけい;итог, общая сумма
529;攻撃;こうげき;нападение, атака, наступление, критика
530;貢献;こうけん;вклад (во ч-л), заслуги
531;広告;こうこく;реклама, объявление, афиша
532;交際;こうさい;знакомство, общение, отношение
533;後者;こうしゃ;последний
534;構成;こうせい;составление, формирование, состав, конструкция
535;高速;こうそく;высокоскоростной (в сочетаниях)
536;行動;こうどう;действие, поступок, поведение
537;強盗;ごうとう;грабеж, грабитель, разбойник
538;幸福;こうふく;счастье
539;公平;こうへい;справедливость, беспристрастность
540;候補;こうほ;кандидатура, кандидат
541;考慮;こうりょ;обдумывание, принятие в расчет, учитывать
542;越える;こえる;превосходить, переходить, пересекать
543;;コーチ;тренировка, подготовка, тренер
544;;コード;код, шифр, шнур, провод, (мат.) хорда
545;氷;こおり;лёд
546;凍る;こおる;замерзать, покрываться льдом
547;;ゴール;цель, гол
548;誤解;ごかい;заблуждение, неправильное понимание, недоразумение
549;語学;ごがく;изучение языков, лингвистика
550;呼吸;こきゅう;дыхание
551;故郷;こきょう;родина, родные места
552;極;ごく;очень, крайне, весьма
553;国語;こくご;национальный язык, родной язык, японский язык
554;黒板;こくばん;классная доска
555;克服;こくふく;преодоление, преодолевать
556;国民;こくみん;народ, нация
557;穀物;こくもつ;зерно, зерновые
558;腰;こし;поясница, талия, бедра
559;個人;こじん;частное лицо, индивидуум, личный, персональный
560;越す;こす;переходить, перебираться, переезжать
561;国家;こっか;государство
562;国会;こっかい;парламент, национальное собрание, конгресс
563;国境;こっきょう;государственная граница
564;骨折;こっせつ;перелом (кости)
565;小包;こづつみ;почтовая посылка, узелок, сверток
566;異なる;ことなる;отличаться, быть другим
567;諺;ことわざ;пословица, поговорка
568;断る;ことわる;отклонять, отказывать, извинять, предупреждать
569;粉;こな;порошок, мука
570;好み;このみ;вкус, предпочтение, мода
571;好む;このむ;любить, предпочитать
572;小麦;こむぎ;пшеница
573;小屋;こや;хибара, хижина, лачуга, сарай
574;;これら;эти
575;殺す;ころす;убивать, сдерживать (чувство)
576;転ぶ;ころぶ;падать, опрокидываться
577;今回;こんかい;в этот раз
578;今後;こんご;в дальнейшем, впредь, отныне
579;混雑;こんざつ;суматоха, суета, быть переполненным (пассажирами итд)
580;;こんなに;так, настолько
581;困難;こんなん;трудности, сложности
582;婚約;こんやく;помолвка, обручение
583;混乱;こんらん;беспорядок, дезорганизация, хаос, паника
584;差;さ;разница, различие, мат. остаток, разность
585;;サービス;сервис, обслуживание, спортивная подача
586;際;さい;во время, в случае, при
587;最高;さいこう;максимальный, лучший, оптимальный, отлично!
588;財産;ざいさん;имущество, состояние, достояние
589;最終;さいしゅう;последний, конечный, заключительный, окончательный
590;最中;さいちゅう;в самой середине, в разгар
591;最低;さいてい;минимальный, наименьший, разг. подлый, низкий
592;才能;さいのう;талант, дар, способности
593;裁判;さいばん;суд, судебное разбирательство
594;材料;ざいりょう;материалы, ингредиенты, данные
595;幸い;さいわい;счастье, благополучие, удача
596;;サイン;подпись, автограф, знак, синус
597;境;さかい;граница, грань (перен.)
598;逆らう;さからう;идти против чего-то, противоречить, прекословить
599;盛り;さかり;расцвет, разгар
600;作業;さぎょう;работа, операции, рабочий (в сочетаниях) 
601;昨;さく;прошлый (напр. год), вчера
602;作品;さくひん;произведение, опус, творчество
603;作物;さくもつ;сельхоз. продукция, зерновые
604;桜;さくら;сакура, вишневое дерево
605;叫ぶ;さけぶ;кричать, вскрикивать, восклицать
606;避ける;さける;избегать, уклоняться, сторониться
607;支える;ささえる;подпирать, поддерживать (перен.), удерживать, сдерживать
608;指す;さす;указывать
609;座席;ざせき;сидячие места
610;誘う;さそう;приглашать, заходить за кем-либо, навлекать, завлекать
611;札;さつ;бумажные деньги, банкноты
612;作家;さっか;писатель, автор
613;作曲;さっきょく;музыкальная композиция, писать музыку
614;;ざっと;приблизительно, примерно, грубо, бегло
615;;さっぱり;чувство свежести, чувствовать себя хорошо, опрятный, совершенно, совсем
616;;さて;союз а теперь, итак
617;砂漠;さばく;пустыня
618;差別;さべつ;различие, дифференциация, дискриминация
619;作法;さほう;манеры, поведение, этикет
620;様々;さまざま;различные, всяческие, всевозможные
621;覚ます;さます;просыпаться, пробуждаться
622;覚める;さめる;просыпаться, пробуждаться, очнуться
623;左右;さゆう;лево и право, обе стороны, управлять, решать
624;更に;さらに;снова, еще раз, сверх того, нисколько (с отриц.)
625;去る;さる;уходить, покидать, проходить, удалять
626;猿;さる;обезьяна
627;騒ぎ;さわぎ;шум, переполох, сенсация
628;参加;さんか;участие, участвовать
629;参考;さんこう;справка, консультация, обращаться за справкой
630;賛成;さんせい;согласие, одобрение
631;酸素;さんそ;кислород
632;氏;し;суф. господин, он
633;詩;し;стихи, поэзия
634;幸せ;しあわせ;счастье, удача, везение
635;;ジーンズ;джинсы
636;ジェット機;ジェットき;реактивный самолет
637;直に;じかに;прямо, непосредственно, лично
638;;しかも;притом, при этом, кроме того
639;式;しき;церемония, ритуал, формальность, уравнение, формула
640;直;じき;прямо, непосредственно, рядом
641;時期;じき;время, период, сезон
642;支給;しきゅう;снабжение, ассигнование, субсидии, выплата
643;;しきりに;очень часто, непрерывно, постоянно, упорно
644;刺激;しげき;толчок, стимул, импульс, побуждение, стимуляция
645;資源;しげん;ресурсы, естественные богатства
646;事件;じけん;происшествие, событие, инцидент, случай
647;時刻;じこく;время, момент
648;自殺;じさつ;самоубийство
