ID;JP;JP_KANA;RU;
105;大統領;だいとうりょう;президент
106;大半;たいはん;большинство, большая часть, почти всё
107;代表;だいひょう;представитель, делегат
108;大部分;だいぶぶん;большей частью, в основном
109;;タイプライター;пишущая машинка
110;大変;たいへん;серьезный, чрезвычайный, трудный, обременительный, крайне
111;逮捕;たいほ;арест
112;;ダイヤ;бриллиант, диаграмма, расписание
113;太陽;たいよう;солнце
114;平ら;たいら;плоский, ровный, спокойный, равнина
115;代理;だいり;представитель, заместитель
116;大陸;たいりく;материк, континент
117;倒す;たおす;валить, опрокидывать, рушить, свергать, одолеть
118;;タオル;полотенце
119;互い;たがい;взаимный, обоюдный
120;宝;たから;сокровище
121;宅;たく;дом, жилище, мой муж
122;;だけど;однако
123;確かめる;たしかめる;удостоверяться, уточнять, проверять
124;多少;たしょう;много или мало, более или менее, количество, размер, несколько
125;助ける;たすける;спасать, выручать, помогать
126;只;ただ;лишь, только, просто, бесплатно
127;唯;ただ;только, просто, лишь, бесплатно
128;戦い;たたかい;война, битва, сражение, борьба, соревнования
129;戦う;たたかう;сражаться, биться, бороться
130;叩く;たたく;бить, колотить, ударять, критиковать, нападать
131;直ちに;ただちに;сразу же, немедленно, прямо, непосредственно
132;立ち上がる;たちあがる;вставать (на ноги), подниматься, приниматься (за дело)
133;立場;たちば;место, точка зрения, положение, ситуация
134;経つ;たつ;проходить (о времени)
135;達する;たっする;достигать, доходить до, издавать (приказ)
136;;たった;только, лишь
137;;だって;ведь, даже
138;;たっぷり;уйма, вдоволь, вполне
139;縦;たて;длина, высота, вертикаль
140;;たとえ;аллегория, метафора, иносказание, метафора, притча, сравнение, аналогия
141;谷;たに;долина, ущелье, ложбина, низкая точка
142;他人;たにん;другой человек, посторонний, чужой
143;種;たね;семя, семена, косточка, порода, род, тема, причина, источник
144;束;たば;связка, вязанка, сноп, пучок
145;度;たび;раз
146;旅;たび;путешествие, поездка, поход
147;;たびたび;неоднократно, часто, не раз
148;多分;たぶん;вероятно
149;玉・球・弾;たま;шар, мяч, бусинка, пуля, снаряд, эл. лампочка, бильярд, драгоценность
150;偶;たま;время от времени, нечасто
151;偶々;たまたま;случайно, редко, изредка
152;堪らない;たまらない;невыносимый, невыносимо
153;黙る;だまる;молчать, умолчать, замалчивать
154;駄目;だめ;непригодный, неудачный, бесполезный, напрасный
155;試し;ためし;проба, попытка
156;試す;ためす;испытывать, проверять
157;便り;たより;вести, известия, связи
158;頼る;たよる;полагаться, надеяться, зависеть
159;段;だん;ступень, ступенька, раздел, разряд
160;単位;たんい;единица измерения, балл
161;単語;たんご;слово, простое несоставное слово
162;男子;だんし;юноша, молодой человек
163;単純;たんじゅん;простота
164;誕生;たんじょう;рождение, возникновение, появление на свет
165;;ダンス;танец
166;団体;だんたい;группа, коллектив, организация, объединение
167;担当;たんとう;исполнение обязанностей
168;単なる;たんなる;простой, явный
169;単に;たんに;просто, только
170;地;ち;земля, почва, местность
171;地位;ちい;общественное положение, статус, должность, расположение
172;地域;ちいき;район, зона, участок, регион
173;;チーズ;сыр
174;;チーム;команда
175;知恵;ちえ;ум, разум, сообразительность, находчивость
176;地下;ちか;подземный
177;違い;ちがい;отличие, разница, расхождение, ошибка
178;違いない;ちがいない;несомненно, действительно так
179;近頃;ちかごろ;недавно, в последнее время, на днях 
180;地球;ちきゅう;Земля, земной шар
181;地区;ちく;зона, район, участок
182;遅刻;ちこく;опоздание
183;知事;ちじ;губернатор префектуры
184;知識;ちしき;знание, информация, эрудиция
185;父親;ちちおや;отец
186;知能;ちのう;умственные способности, интеллект
187;地平線;ちへいせん;горизонт, линия горизонта
188;地方;ちほう;местность, район, округ, провинция, глубинка
189;茶;ちゃ;чай
190;;チャンス;шанс
191;;ちゃんと;как следует, аккуратно, точно
192;中;ちゅう;центр, середина, второй том из трех, умеренность, среди
193;注;ちゅう;примечание, комментарий, пояснение
194;中央;ちゅうおう;центр
195;中学;ちゅうがく;средняя школа
196;中古;ちゅうこ;поддержанный, старый, средние века
197;中止;ちゅうし;приостановка, прекращение, прерывание
198;駐車;ちゅうしゃ;стоянка (машин итп), паркование
199;昼食;ちゅうしょく;обед, ланч
200;中心;ちゅうしん;центр, середина, сосредоточение, равновесие
201;注目;ちゅうもく;внимание, наблюдение
202;注文;ちゅうもん;заказ
203;長期;ちょうき;долгий срок (о времени)
204;調査;ちょうさ;исследование, обследование, изучение
205;調子;ちょうし;самочувствие, настроение, тон, интонация, тональность, ритм
206;頂上;ちょうじょう;вершина, кульминация, апогей
207;頂戴;ちょうだい;брать, получать, съедать (с удовольствием)
208;貯金;ちょきん;банковский вклад, сбережения, откладывать деньги
209;直接;ちょくせつ;прямо, непосредственно, лично
210;著者;ちょしゃ;автор
211;遂に;ついに;наконец, в конце концов, в конечном счете
212;通過;つうか;прохождение (через какую-н. территорию), транзит, проходить, проезжать
213;通学;つうがく;ходить (ездить) в школу
214;通行;つうこう;проход, проезд
215;通じる;つうじる;вести к, доходить до, быть проложенным, курсировать, передавать, быть понятным
216;通信;つうしん;связь (напр., телефонная), переписка, корреспонденция, сообщение, информация
217;捕まる;つかまる;быть схваченным, быть пойманным, быть арестованным
218;掴む;つかむ;хватать, схватывать
219;疲れ;つかれ;усталость, утомление
220;付き合い;つきあい;знакомство, компания, общение, поддержание отношений
221;次々;つぎつぎ;один за другим
222;就く;つく;поступать (на должность), приступать (к работе)
223;注ぐ;つぐ;лить, поливать, подкладывать (дрова)
224;付ける;つける;прикреплять, присоединять, прилагать, вносить (в список)
225;土;つち;земля, грунт, грязь, глина
226;続き;つづき;продолжение, ряд, серия
227;包み;つつみ;свёрток, пакет, обёртка
228;勤め・務め;つとめ;служба, служебный долг, обязанности
229;繋ぐ;つなぐ;привязывать, пришвартовывать, связывать, соединять
230;常に;つねに;обычно, постоянно, всегда
231;翼;つばさ;крылья, лопасть
232;;つまり;короче говоря, другими словами, то есть, в конце концов
233;罪;つみ;преступление, проступок, грех, зло, вина, наказание
234;詰める;つめる;набивать, наполнять, укладывать потеснее, сокращать, укорачивать
235;積もる;つもる;нагромождаться, скапливаться, лежать, приблизительно оценивать
236;梅雨;つゆ;сезон дождей
237;辛い;つらい;тяжелый, горький
238;釣;つり;рыбная ловля, сдача
239;連れ;つれ;спутник, попутчик, компаньон
240;出会い;であい;встреча, свидание
241;出会う;であう;натолкнуться, встретиться, договариваться
242;提案;ていあん;предложение, проект
243;定期;ていき;установленный срок
244;抵抗;ていこう;сопротивление, противодействие, эл. сопротивление
245;提出;ていしゅつ;предъявление, представление
246;程度;ていど;степень, мера, уровень, предел
247;停留所;ていりゅうじょ;остановка автобуса или трамвая
248;;デート;свидание
249;敵;てき;враг, неприятель, противник, оппонент, конкурент
250;出来事;できごと;происшествие, событие, инцидент
251;適する;てきする;соответствовать, подходить, быть пригодным
252;適切;てきせつ;соответствие, уместность
253;適度;てきど;умеренность, в меру
254;適用;てきよう;применение на практике (закона, теории и т.п.)
255;;できれば;если смогу
256;手品;てじな;ловкость рук, фокус, трюк
257;;ですから;поэтому
258;鉄;てつ;железо
259;哲学;てつがく;философия
260;手伝い;てつだい;помощь, помощник
261;徹底;てってい;полнота, тщательность, аккуратность, последовательность
262;鉄道;てつどう;железная дорога
263;徹夜;てつや;бессонная ночь, не спать всю ночь
264;手間;てま;рабочее время, работа, оплата труда
265;;デモ;(сокр.) демо, демонстрация
266;典型;てんけい;тип, категория, образец
267;天候;てんこう;погода, погодные условия
268;電子;でんし;электрон, электроника, электронная аппаратура
269;;テント;палатка, навес
270;伝統;でんとう;традиция
271;天然;てんねん;природа, натуральный, естественный
272;問い;とい;вопрос, запрос
273;党;とう;политическая партия
274;塔;とう;башня, пагода, обелиск, монумент
275;答案;とうあん;письменная экзаменационная работа, письменный ответ на вопросы
276;同一;どういつ;тождественность, идентичность, равенство, равноправие
277;銅貨;どうか;медная монета
278;当時;とうじ;в то время, в момент чего-то, теперь, настоящее время
279;動詞;どうし;глагол
280;同時;どうじ;в то же время, одновременно, синхронно
281;;どうしても;во что бы то ни стало, любой ценой, ни в коем случае (с отриц.), неизбежно, обязательно
282;到着;とうちゃく;прибытие
283;道徳;どうとく;нравственность, мораль
284;投票;とうひょう;голосование, баллотировка
285;同様;どうよう;такой же, похожий, такого же рода
286;同僚;どうりょう;сослуживец, коллега
287;道路;どうろ;дорога, шоссе, улица
288;通す;とおす;давать пройти, пропускать, провести (напр. законопроект), провожать
289;通り;とおり;улица, дорога, проезд, уличное движение, слышимость
290;通り過ぎる;とおりすぎる;проходить (проезжать) мимо, проноситься
291;都会;とかい;город
292;解く;とく;развязывать, разбирать, разгадывать, освобождать (от обещаний), рассеивать (сомнения)
293;毒;どく;яд, отрава, токсины, инфекция, вирусы, порча, злоба
294;得意;とくい;торжество, гордость, расцвет, лучшая пора, конёк, сильная сторона
295;読書;どくしょ;чтение
296;独身;どくしん;одинокая жизнь, безбрачие, незамужняя, холостяк
297;特徴;とくちょう;отличительная черта, особенность
298;独特;どくとく;своеобразный, самобытный, характерный
299;独立;どくりつ;независимость, самостоятельность, обособление
300;解ける;とける;развязываться, распутываться, быть разгаданным, проходить, развеиваться
301;;ところが;однако, но
302;;ところで;кстати, между прочим, даже если
303;登山;とざん;восхождение на гору, альпинизм
304;都市;とし;город
305;年月;としつき・ねんげつ;годы и месяцы, годы, время
306;図書;としょ;книги
307;年寄;としより;пожилой человек, старшее поколение
308;閉じる;とじる;закрывать, запирать
309;途端;とたん;в тот самый момент, как только
310;土地;とち;земля, участок земли, почва, местность, район
311;突然;とつぜん;неожиданно, внезапно, вдруг
312;;トップ;верх, топовая позиция, топ-менеджер
313;届く;とどく;доставать, достигать, доходить (о письме), быть полученным, исполняться
314;;とにかく;как бы то там не было, во всяком случае
315;飛ばす;とばす;пускать по воздуху, бросать вверх, гнать, сдувать, расплескивать, разбрасывать
316;飛び出す;とびだす;вылетать, выскакивать, выбегать, появляться, вылезать
317;留める;とめる;выключить, задерживать, прекращать, останавливать
318;共に;ともに;вместе
319;土曜;どよう;(сокр.) суббота
320;虎;とら;тигр, пьяница
321;;ドライブ;привод, езда, поездка, крученный удар по мячу
322;;トラック;грузовик, дорожка
323;;ドラマ;драма
324;;トランプ;игральные карты
325;取り上げる;とりあげる;брать в руки, поднимать, принимать (требования), отбирать
326;努力;どりょく;старания, усилия
327;どれ;どれ;какой? который (из нескольких)? где?
328;;ドレス;платье, костюм
329;取れる;とれる;получать, приобретать, добываться, выходить, проходить (о боли)
330;泥;どろ;грязь, слякоть
331;トン;тонна
332;;とんでもない;нелепый, ужасный, неожиданный, невероятный
333;;どんな;какой? 
334;;どんなに;как, насколько, как бы ни, сколько бы ни
335;;トンネル;тоннель
336;名;な;имя, название, наименование, известность
337;内容;ないよう;содержание, содержимое
338;;なお;ещё (больше), все (ещё), еще важнее, тем более, далее
339;仲;なか;отношения
340;流す;ながす;пускать по течению, лить, смывать
341;半ば;なかば;половина, середина
342;仲間;なかま;компания, группа, приятели, товарищи
343;眺め;ながめ;вид, пейзаж
344;眺める;ながめる;смотреть на, разглядывать
345;流れ;ながれ;течение, поток, линия родства
346;流れる;ながれる;течь, плыть, быть снесенным течением, скитаться, протекать (о времени)
347;無し;なし;без, не быть, не иметься
348;;なぜなら;по причине того, что
349;謎;なぞ;загадка, намёк
350;納得;なっとく;согласие, понимание
351;等;など;и так далее, и тому подобное, и другие
352;鍋;なべ;кастрюля, сковородка
353;生;なま;сырой, натуральный, необработанный, наличные деньги, (бочковое) пиво
354;怠ける;なまける;лениться, лентяйничать
355;波;なみ;волна
356;涙;なみだ;слёзы
357;悩む;なやむ;страдать, мучаться
358;成る・為る;なる;становиться, делаться, получаться
359;縄;なわ;верёвка, канат
360;何で;なんで;почему, отчего, зачем
361;何でも;なんでも;всё что угодно, во что бы то ни стало, все равно, ничего (с отриц.)
362;何とか;なんとか;что-нибудь, как-то, как-нибудь
363;似合う;にあう;быть подходящим, подходить друг к другу, быть к лицу
364;苦手;にがて;слабое место, то что человек не любит (не умеет)
365;握る;にぎる;брать (в руки), держать (в руке), захватывать, схватывать
366;日常;にちじょう;обычный, постоянный, повседневный
367;日曜;にちよう;(сокр.) воскресенье
368;日光;にっこう;солнечный свет
369;日中;にっちゅう;дневное время, днём, Япония и Китай, японско-китайский
370;;にっこり;приветливая улыбка
371;入場;にゅうじょう;вход
372;人気;にんき;популярность, авторитет, успех, настроения населения, конъюнктура
373;人間;にんげん;человек, человечество
374;抜く;ぬく;вытаскивать, извлекать, выдергивать, удалять, делать выписки, превосходить
375;抜ける;ぬける;выпадать, выниматься, быть пропущенным, сходить на нет, не хватать
376;布;ぬの;ткань, материя, полотно
377;濡れる;ぬれる;промокать, намокать
378;根;ね;корень, основание, нижняя часть, подножие, натура
379;値;ね;цена, стоимость
380;願い;ねがい;просьба, мольба, желание, прошение, заявление
381;願う;ねがう;просить, молить, желать, хотеть
382;鼠;ねずみ;крыса, мышь, тёмно-серый цвет
383;熱帯;ねったい;тропический пояс
384;熱中;ねっちゅう;энтузиазм, пыл, увлеченность
385;年間;ねんかん;год, годичный срок, на год, в течение года
386;年中;ねんじゅう;круглый год, всё время
387;年代;ねんだい;годы, эпоха, период
388;年齢;ねんれい;возраст
389;野;の;поле, равнина
390;能;のう;способности
391;農家;のうか;крестьянский дом (двор, семья, хозяйство), крестьяне
392;農業;のうぎょう;сельское хозяйство, земледелие
393;農民;のうみん;крестьяне, крестьянство
394;能力;のうりょく;способность, возможность, (юр.) дееспособность
395;;ノー;нет
396;軒;のき;карниз
397;残す;のこす;оставлять, сохранять
398;残り;のこり;остаток
399;乗せる;のせる;сажать (пассажиров), класть, ставить, погружать
400;除く;のぞく;устранять, убирать, исключать, удалять
401;望み;のぞみ;желание, надежда
402;望む;のぞむ;желать, надеяться, видеть вдалеке
403;後;のち;потом, позднее, после, далее
404;;ノック;стук
405;伸ばす;のばす;растягивать, удлинять, отращивать, вытягивать, развивать
406;伸びる;のびる;растягиваться, удлиняться, расти
407;述べる;のべる;излагать, высказывать, выражать, рассказывать
408;昇る;のぼる;подниматься, взбираться, идти вверх, ехать в столицу
409;;のんびり;беззаботно, свободно, непринужденно
410;場;ば;место, пространство, сцена, ситуация
411;;はあ;Да, А?, Что?
412;;パーセント;процент
413;灰;はい;пепел, зола
414;梅雨;ばいう;сезон дождей
415;;バイオリン;скрипка
416;;ハイキング;пеший поход, экскурсия
417;配達;はいたつ;доставка, рассылка
418;;パイプ;труба, трубка, связи, отношения, каналы
419;俳優;はいゆう;актёр, актриса
420;;パイロット;пилот, лоцман
421;墓;はか;могила, гробница, склеп
422;馬鹿;ばか;дурак, дура, глупость, чушь
423;博士;はかせ;доктор наук, знаток, профессор
424;計る;はかる;мерить, измерять, взвешивать, подсчитывать, оценивать
425;履く;はく;обувать, надевать на нижнюю часть тела
426;吐く;はく;рвать, тошнить, отхаркивать, выплевывать, выдыхать, высказывать
427;拍手;はくしゅ;аплодисменты
428;莫大;ばくだい;колоссальный, огромный, громадный
429;爆発;ばくはつ;взрыв, детонация
430;博物館;はくぶつかん;музей
431;激しい;はげしい;сильный, яростный, резкий, острый, бурный
432;鋏;はさみ;ножницы
433;破産;はさん;разорение, банкротство, крах
434;端;はし・はじ;конец, край, обрывок, клочок
435;始まり;はじまり;начало
436;;パス;пас, пропуск, сезонный билет, сдача экзамена
437;外す;はずす;отцеплять, пропускать, упускать, отменять, уклоняться
438;;パスポート;паспорт
439;旗;はた;флаг, знамя
440;肌;はだ;кожа, голое тело, поверхность, текстура, характер
441;裸;はだか;голый, обнаженный, нищий
442;畑;はたけ;поле, плантация, огород, поле деятельности, поприще
443;働き;はたらき;работа, труд, функционирование, способности, достижения
444;;バッグ;сумка, ошибка в программе
445;発見;はっけん;открытие, обнаружение
446;発行;はっこう;выпуск, издание, публикация, эмиссия
447;発車;はっしゃ;отправление (поезда, автобуса)
448;罰する;ばっする;наказывать, карать
449;発達;はったつ;развитие, рост, прогресс
450;;ばったり;с шумом, внезапно, неожиданно
451;発展;はってん;развитие, развёртывание, успех, процветание
452;発表;はっぴょう;публикация, сообщение, оглашение
453;発明;はつめい;изобретение, одарённость
454;話し合う;はなしあう;разговаривать, беседовать, советоваться
455;離す;はなす;отделять, разъединять, разделять, расставаться
456;放す;はなす;отпускать, выпускать
457;離れる;はなれる;отделяться, отдаляться, расставаться, покидать
458;羽;はね;перо, оперение, крылья, лопасть
459;幅;はば;ширина, размах, влияние, вес
460;母親;ははおや;мать
461;省く;はぶく;исключать, устранять, сокращать, экономить
462;場面;ばめん;сцена, явление, место действия, ситуация, положение
463;腹;はら;живот, желудок, душа, намерения
464;原;はら;равнина, поле, степь
465;針;はり;игла, шип, колючка, жало
466;張る;はる;растягивать, расправлять, покрывать, оклеивать, делать ставку, вздуваться, быть покрытым, быть значительным
467;番;ばん;номер, очередь, очередность, охрана, охранник
468;;バン;булочка, добавленная стоимость, фургон
469;範囲;はんい;сфера, область, круг, диапазон, пределы
470;反抗;はんこう;сопротивление, отпор, оппозиция, враждебность, восстание
471;犯罪;はんざい;преступление, уголовное дело
472;;ハンサム;красивый
473;判断;はんだん;суждение, заключение, оценка, дешифровка, гадание
474;犯人;はんにん;преступник
475;販売;はんばい;продажа, торговля
476;灯;ひ;свет, освещение, лампа, факел
477;;ビール;пиво
478;被害;ひがい;ущерб, потери, убытки
479;比較;ひかく;сравнение
480;轢く;ひく;переехать (кого-либо), задавить, сбить (пешехода)
481;;ピクニック;пикник
482;悲劇;ひげき;трагедия
483;飛行;ひこう;полёт
484;膝;ひざ;колено
485;非常;ひじょう;экстренная ситуация, несчастный случай, происшествие
486;美人;びじん;красавица
487;額;ひたい;лоб
488;;びっくり;удивляться, изумляться, пугаться
489;日付;ひづけ;дата
490;必死;ひっし;неизбежная смерть, отчаяние
491;;ぴったり;плотно, вплотную, точно, идеально, как раз
492;引っ張る;ひっぱる;тянуть, тащить, волочить, протягивать (веревку)
493;否定;ひてい;отрицание
494;;ビデオ;видео
495;一言;ひとこと;одно слово
496;人込み;ひとごみ;толпа
497;等しい;ひとしい;равный, одинаковый
498;一人・独り;ひとり;один человек, одиночка
499;一人一人;ひとりひとり;каждый в отдельности, поодиночке, один за другим
500;批判;ひはん;критика
501;批評;ひひょう;критика, обзор
502;秘密;ひみつ;секрет, тайна
503;微妙;びみょう;тонкий, деликатный, тщательный, скрупулезный
504;紐;ひも;тесёмка, шнурок, завязка
505;費用;ひよう;расход, затраты
506;表;ひょう;таблица, диаграмма, график, список
507;秒;びょう;секунда
508;評価;ひょうか;оценка, расценка, котировка
509;表現;ひょうげん;выражение, проявление, экспрессия
510;表情;ひょうじょう;выражение лица
511;平等;びょうどう;равенство
512;評判;ひょうばん;репутация, известность, слухи
513;表面;ひょうめん;лицевая сторона, поверхность
514;広がる;ひろがる;шириться, распространяться, простираться
515;品;ひん;изящество, изысканность, достоинство
516;瓶;びん;бутылка, флакон, фляга, графин
517;便;びん;почта, доставка, случай, оказия, авиарейс
518;;ピン;булавка, кнопка, прищепка
519;不;ふ・ぶ;не-, префикс отрицания
520;無;ぶ;префикс отсутствия, не-
521;分;ぶ;процент, часть
522;不安;ふあん;беспокойство, тревога
523;風景;ふうけい;вид, пейзаж
524;夫婦;ふうふ;муж и жена, супруги
525;笛;ふえ;флейта, дудка, свирель, свисток
526;不可;ふか;неправильный, непозволительный, неудовлетворительно (оценка)
527;武器;ぶき;оружие
528;服装;ふくそう;одежда, одеяние, костюм
529;含む;ふくむ;держать во рту, содержать, заключать в себе, подразумевать, иметь ввиду
530;袋;ふくろ;мешок, сумка, пакет
531;不幸;ふこう;несчастье, беда, горе
532;節;ふし;сустав, утолщение, нарост, сучок, мелодия, пункт, признак
533;無事;ぶじ;благополучно, спокойно
534;不思議;ふしぎ;чудо, загадка, тайна, удивительный, непонятный, странный
535;不自由;ふじゆう;неудобство, стесненность в средствах, нужда
536;夫人;ふじん;супруга, замужняя женщина, госпожа
537;婦人;ふじん;женщина, дама
538;不正;ふせい;несправедливость, беззаконие
539;防ぐ;ふせぐ;обороняться, защищаться, предупреждать, предотвращать
540;不足;ふそく;недостаток, нехватка, дефицит, недовольство
541;舞台;ぶたい;сцена, арена
542;双子;ふたご;близнецы, двойня
543;再び;ふたたび;повторно, вторично, снова, еще раз
544;普段;ふだん;обычно, всегда
545;縁;ふち;край, оправа, рамка, кайма
546;打つ;ぶつ;бить, ударять, (разг.) говорить
547;物価;ぶっか;цены
548;物質;ぶっしつ;(филос.) материя, вещество
549;物理;ぶつり;закон природы, физика
550;筆;ふで;кисть (для письма), один мазок кистью, работа кисти
551;不図;ふと;внезапно, неожиданно, случайно, невзначай
552;部分;ぶぶん;часть, доля
553;不平;ふへい;претензия, недовольство, жалоба
554;不満;ふまん;недовольство, неудовлетворенность
555;;プラス;плюс
556;;プラン;план
557;不利;ふり;невыгодность, неблагоприятность
558;振る;ふる;махать, трясти, бросать, посыпать
559;震える;ふるえる;трястись, дрожать
560;;ブレーキ;тормоз
561;触れる;ふれる;трогать, дотрагиваться, касаться, затрагивать
562;;プロ;профессионал
563;分;ぶん;часть, порция, доля, участь
564;文;ぶん;письменность, литература, сочинение, текст, предложение
565;雰囲気;ふんいき;атмосфера
566;分析;ぶんせき;анализ
567;文明;ぶんめい;цивилизация, просвещение
568;分野;ぶんや;отрасль, сфера, арена действий
569;塀;へい;ограда, стена, забор
570;平均;へいきん;средняя величина, равновесие, баланс
571;平和;へいわ;мир, гармония
572;別に;べつに;особо, отдельно, специально
573;減らす;へらす;уменьшать, сокращать, снижать
574;減る;へる;уменьшаться, сокращаться, спадать, стираться, изнашиваться
575;;ベルト;ремень, пояс (для западной одежды)
576;変化;へんか;перемена, изменение, разнообразие
577;変化;へんげ;призрак, оборотень
578;;ペンキ;малярная краска
579;変更;へんこう;изменение, поправка
580;;ベンチ;скамейка
581;法;ほう;закон, правило, способ, метод, учение, доктрина
582;棒;ぼう;палка, дубинка, шест, черта
583;冒険;ぼうけん;риск, авантюра, приключение
584;方向;ほうこう;направление, сторона, курс, цель
585;報告;ほうこく;доклад, отчёт, сообщение, рапорт
586;宝石;ほうせき;драгоценный камень
587;豊富;ほうふ;изобилие
588;方法;ほうほう;способ, метод, средство, методика, система
589;方々;ほうぼう;всюду, везде, кругом
590;訪問;ほうもん;посещение, визит
591;吠える;ほえる;лаять, реветь, выть
592;;ボーイ;мальчик, официант, посыльный
593;;ボート;лодка, шлюпка
594;;ホーム;платформа, дом
595;;ボール;мяч, шар
596;外・他;ほか;другой, другое место
597;誇り;ほこり;гордость
598;埃;ほこり;пыль
599;保証;ほしょう;гарантия, поручительство
600;保存;ほぞん;хранение, сохранность
601;程;ほど;мера, границы, примерно, около, настолько, такой как
602;歩道;ほどう;тротуар, пешеходная дорожка
603;仏;ほとけ;Будда, усопший
604;骨;ほね;кость, костяк, остов, каркас, труды, старания
605;炎;ほのお;пламя, огонь
606;頬;ほほ・ほお;щека, щёки
607;;ほぼ;почти, примерно, более или менее
608;微笑む;ほほえむ;улыбаться
609;濠;ほり;ров, канава, канал
610;本人;ほんにん;сам, лично, лицо, о котором идет речь
611;本物;ほんもの;настоящая подлинная вещь, подлинное мастерство
612;;ぼんやり;рассеяно, с растерянным видом, праздно, туманно, смутно
613;間;ま;место, время (пространство)
614;;まあ;ну, пожалуй, ах! (жен.)
